Module,Course,Language,Platform,Level,Duration,Ratings,Reviews_Count,Title,Description,Published_At,Views,Organization,URLs,Images
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,15,4.8,2123,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-11-24,860465,Skill Builders,https://www.coursera.com/course/12,https://imagehost.com/15.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,52,3.7,81,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-11-27,713924,Pro Tutors,https://www.udemy.com/course/666,https://imagehost.com/771.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,96,1.1,312,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-06-02,924132,NextGen Learning,https://www.coursera.com/course/252,https://imagehost.com/565.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,89,3.0,2573,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-09-22,844773,Pro Tutors,https://www.coursera.com/course/719,https://imagehost.com/223.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,1,2.0,5326,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-08-19,246927,Pro Tutors,https://www.khanacademy.com/course/827,https://imagehost.com/259.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,52,1.7,1918,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-09-07,477346,Global Educators,https://www.udacity.com/course/130,https://imagehost.com/865.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,73,1.3,8685,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-11-04,679056,Pro Tutors,https://www.coursera.com/course/521,https://imagehost.com/527.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,55,1.7,6360,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-08-22,515721,Pro Tutors,https://www.coursera.com/course/439,https://imagehost.com/261.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,43,4.6,5890,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-04-13,778043,NextGen Learning,https://www.udacity.com/course/773,https://imagehost.com/20.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,98,4.5,9651,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-04-08,168974,Global Educators,https://www.udacity.com/course/332,https://imagehost.com/444.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,11,3.2,80,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-10-21,988099,NextGen Learning,https://www.coursera.com/course/746,https://imagehost.com/398.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,100,1.9,7903,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-09-09,300239,NextGen Learning,https://www.udacity.com/course/258,https://imagehost.com/962.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,15,4.5,452,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-08-17,383941,Skill Builders,https://www.khanacademy.com/course/820,https://imagehost.com/106.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,72,4.5,869,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-08-21,489867,Skill Builders,https://www.udacity.com/course/259,https://imagehost.com/194.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,56,2.9,1941,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-10-23,790835,Skill Builders,https://www.udacity.com/course/685,https://imagehost.com/455.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,22,2.9,6943,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-05-29,219845,Global Educators,https://www.udemy.com/course/679,https://imagehost.com/258.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,85,3.7,6781,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-07-17,375917,Pro Tutors,https://www.khanacademy.com/course/488,https://imagehost.com/842.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,77,2.0,2143,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-12-05,500707,Global Educators,https://www.udacity.com/course/523,https://imagehost.com/326.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,49,2.0,6617,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-11-08,369983,Pro Tutors,https://www.udemy.com/course/29,https://imagehost.com/987.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,70,3.2,3418,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-02-18,611856,Skill Builders,https://www.udacity.com/course/329,https://imagehost.com/360.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,44,1.3,6059,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-05-14,484029,Skill Builders,https://www.coursera.com/course/903,https://imagehost.com/126.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,74,1.4,4512,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-06-02,244351,NextGen Learning,https://www.khanacademy.com/course/728,https://imagehost.com/435.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,6,1.5,2210,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-11-22,199062,Skill Builders,https://www.udacity.com/course/425,https://imagehost.com/810.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,4,2.3,2465,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-01-01,714836,NextGen Learning,https://www.udemy.com/course/171,https://imagehost.com/919.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,6,3.6,8829,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-05-07,750423,NextGen Learning,https://www.khanacademy.com/course/461,https://imagehost.com/169.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,21,1.0,7820,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-11-08,81706,Global Educators,https://www.udemy.com/course/530,https://imagehost.com/888.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,76,4.2,4707,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-07-02,68476,Global Educators,https://www.udacity.com/course/813,https://imagehost.com/600.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,39,1.6,4108,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-04-16,485516,Pro Tutors,https://www.udemy.com/course/692,https://imagehost.com/15.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,44,4.8,7781,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-12-15,458452,Global Educators,https://www.udemy.com/course/873,https://imagehost.com/966.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,45,3.1,8792,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-10-10,339442,Skill Builders,https://www.khanacademy.com/course/24,https://imagehost.com/146.jpg
Computer Sciences,Operating Systems,English,Udemy,Beginner,70,4.0,9467,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-08-10,44878,Skill Builders,https://www.udemy.com/course/701,https://imagehost.com/190.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,84,4.6,4934,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-03-23,186216,Global Educators,https://www.udacity.com/course/940,https://imagehost.com/704.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,91,4.2,873,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-10-28,562417,NextGen Learning,https://www.udemy.com/course/24,https://imagehost.com/269.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,67,2.7,3088,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-12-20,255005,NextGen Learning,https://www.udacity.com/course/528,https://imagehost.com/773.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,40,3.6,2000,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-01-11,578685,Pro Tutors,https://www.udacity.com/course/390,https://imagehost.com/862.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,80,3.0,3530,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-09-28,659816,Skill Builders,https://www.udacity.com/course/697,https://imagehost.com/865.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,92,4.9,4571,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-04-22,515478,Skill Builders,https://www.udacity.com/course/69,https://imagehost.com/601.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,44,1.4,400,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-02-14,190994,Skill Builders,https://www.udemy.com/course/973,https://imagehost.com/364.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,87,4.2,2046,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-06-18,540209,Global Educators,https://www.coursera.com/course/452,https://imagehost.com/357.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,18,2.4,3384,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-10-22,685181,Global Educators,https://www.udacity.com/course/708,https://imagehost.com/531.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,47,3.2,268,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-02-21,477939,Pro Tutors,https://www.coursera.com/course/732,https://imagehost.com/337.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,1,3.4,8305,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-03-13,345230,NextGen Learning,https://www.coursera.com/course/992,https://imagehost.com/180.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,97,1.1,725,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-09-24,439937,NextGen Learning,https://www.khanacademy.com/course/429,https://imagehost.com/952.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,61,1.4,7815,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-01-04,267366,Pro Tutors,https://www.udemy.com/course/318,https://imagehost.com/254.jpg
Computer Sciences,Operating Systems,English,Udemy,Advanced,88,4.5,198,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-05-30,791890,Pro Tutors,https://www.khanacademy.com/course/210,https://imagehost.com/575.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,64,1.2,4278,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-08-11,871958,Pro Tutors,https://www.coursera.com/course/419,https://imagehost.com/582.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,50,4.8,5885,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-07-10,996945,Pro Tutors,https://www.udacity.com/course/32,https://imagehost.com/490.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,91,2.6,5438,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-04-06,767185,Global Educators,https://www.udacity.com/course/446,https://imagehost.com/720.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,10,4.9,422,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-12-12,453224,Skill Builders,https://www.udacity.com/course/859,https://imagehost.com/401.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,66,4.4,2362,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-09-20,890442,NextGen Learning,https://www.coursera.com/course/838,https://imagehost.com/590.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,53,4.1,7820,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-11-22,719585,Skill Builders,https://www.udemy.com/course/592,https://imagehost.com/73.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,49,3.7,6325,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-01-16,883659,Skill Builders,https://www.udacity.com/course/32,https://imagehost.com/148.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,83,3.2,2811,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-10-27,370855,Skill Builders,https://www.coursera.com/course/600,https://imagehost.com/618.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,50,3.3,1497,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-04-27,206488,Global Educators,https://www.udacity.com/course/276,https://imagehost.com/770.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,15,1.1,8242,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-09-17,4946,Pro Tutors,https://www.khanacademy.com/course/651,https://imagehost.com/738.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,33,4.1,1599,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-04-20,343306,Skill Builders,https://www.udemy.com/course/789,https://imagehost.com/891.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,55,3.0,4819,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-01-22,253932,NextGen Learning,https://www.udemy.com/course/788,https://imagehost.com/163.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,97,3.6,9980,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-05-16,591457,NextGen Learning,https://www.coursera.com/course/228,https://imagehost.com/929.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,20,2.7,6178,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-02-20,949534,Global Educators,https://www.coursera.com/course/816,https://imagehost.com/26.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,85,4.9,9909,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-04-28,239101,Pro Tutors,https://www.khanacademy.com/course/868,https://imagehost.com/330.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,15,2.1,7434,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-06-08,482158,Pro Tutors,https://www.khanacademy.com/course/945,https://imagehost.com/980.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,67,2.7,2708,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-08-17,619991,Pro Tutors,https://www.udemy.com/course/45,https://imagehost.com/27.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,59,3.7,4949,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-11-02,303632,Pro Tutors,https://www.udemy.com/course/467,https://imagehost.com/967.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,78,1.2,8271,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-02-03,949455,Skill Builders,https://www.khanacademy.com/course/63,https://imagehost.com/971.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,72,3.6,5258,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-09-29,101988,Global Educators,https://www.coursera.com/course/402,https://imagehost.com/205.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,71,4.6,6567,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-03-23,588566,Global Educators,https://www.coursera.com/course/941,https://imagehost.com/10.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,77,2.6,4782,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-05-23,473945,Global Educators,https://www.udacity.com/course/520,https://imagehost.com/865.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,62,1.9,4643,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-11-18,608191,Skill Builders,https://www.udemy.com/course/149,https://imagehost.com/667.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,3,3.1,5908,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-01-19,695386,Skill Builders,https://www.udacity.com/course/120,https://imagehost.com/768.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,99,1.9,7945,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-05-23,410844,NextGen Learning,https://www.udemy.com/course/522,https://imagehost.com/144.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,40,4.9,9516,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-07-05,451497,Pro Tutors,https://www.khanacademy.com/course/914,https://imagehost.com/611.jpg
Computer Sciences,Operating Systems,English,Udacity,Advanced,20,2.5,3964,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-10-23,112553,Skill Builders,https://www.coursera.com/course/927,https://imagehost.com/135.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,69,2.3,7857,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-04-26,558238,NextGen Learning,https://www.khanacademy.com/course/121,https://imagehost.com/399.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,10,3.2,2626,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-07-14,139628,Skill Builders,https://www.udemy.com/course/455,https://imagehost.com/339.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,8,3.3,9784,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-10-30,6466,Skill Builders,https://www.udacity.com/course/931,https://imagehost.com/714.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,45,4.9,959,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-01-02,793675,Skill Builders,https://www.udacity.com/course/781,https://imagehost.com/319.jpg
Computer Sciences,Operating Systems,English,Coursera,Advanced,25,4.3,2416,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-10-21,269719,Global Educators,https://www.udemy.com/course/997,https://imagehost.com/510.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,95,4.7,1039,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-08-24,121342,Skill Builders,https://www.udemy.com/course/333,https://imagehost.com/312.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Advanced,32,2.3,2679,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-03-14,688681,Pro Tutors,https://www.coursera.com/course/954,https://imagehost.com/1.jpg
Computer Sciences,Operating Systems,English,Udacity,Beginner,46,2.7,2300,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-04-24,968293,Skill Builders,https://www.udemy.com/course/566,https://imagehost.com/798.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,80,1.3,7373,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-03-14,97716,NextGen Learning,https://www.khanacademy.com/course/687,https://imagehost.com/211.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,22,1.6,9792,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-10-04,183254,NextGen Learning,https://www.udemy.com/course/675,https://imagehost.com/9.jpg
Computer Sciences,Operating Systems,English,Udemy,Intermediate,4,2.5,2830,Learn Operating Systems with Khan Academy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-09-07,187419,Global Educators,https://www.udemy.com/course/241,https://imagehost.com/500.jpg
Computer Sciences,Operating Systems,English,Udacity,Intermediate,34,2.9,6756,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-09-14,112365,NextGen Learning,https://www.khanacademy.com/course/299,https://imagehost.com/515.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Intermediate,18,4.7,7380,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2021-02-16,345583,NextGen Learning,https://www.coursera.com/course/970,https://imagehost.com/367.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,19,3.9,5668,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2020-03-07,176043,NextGen Learning,https://www.khanacademy.com/course/146,https://imagehost.com/693.jpg
Computer Sciences,Operating Systems,English,Khan Academy,Beginner,63,3.7,3313,Learn Operating Systems with Udacity,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-10-11,462795,Skill Builders,https://www.udemy.com/course/453,https://imagehost.com/13.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,91,2.5,6164,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2022-06-06,261504,Global Educators,https://www.udemy.com/course/294,https://imagehost.com/877.jpg
Computer Sciences,Operating Systems,English,Coursera,Beginner,36,3.1,4700,Learn Operating Systems with Coursera,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-01-06,11785,Global Educators,https://www.coursera.com/course/7,https://imagehost.com/958.jpg
Computer Sciences,Operating Systems,English,Coursera,Intermediate,42,1.4,1826,Learn Operating Systems with Udemy,This Computer Sciences course teaches operating systems in an easy-to-understand manner.,2023-02-14,517954,Skill Builders,https://www.coursera.com/course/430,https://imagehost.com/747.jpg
